completion_rate,average_feedback,dispute_resolution_success,complaint_ratio,trust_score,label
0.026831292009223538,-0.3472859475250398,-0.0989703650435529,-0.8479692307192905,-0.038851804371325765,0.0
0.7086345901395215,-0.519281728770264,0.13120716250763947,1.0930552656735675,0.11223530334938717,0.0
1.4845686509431277,0.3626221423055651,-0.22684676923865976,1.443856248867488,-0.16087461218588459,0.0
1.3787989898108906,1.3821644785286293,-0.42480927957916176,0.5955147035242956,-0.2840674375052837,0.0
1.3234850275696266,-0.7014028269086604,-0.39468454974473755,0.8374108244796177,-0.31464907334081266,0.0
3.511686971100984,4.528787117410396,-0.34732442613434944,-4.092831097755426,0.9267397492589672,1.0
0.7303194943353742,-0.683804656365317,-0.3920204579906728,-1.309541267351533,-0.21692042421270508,0.0
-0.8988331185766367,0.9638398077136237,-0.22277797455972456,1.0799366693491412,-0.38340575527092285,0.0
-0.5534268340591153,1.045912744748645,-0.4506304765800968,0.2622108317932298,-0.503994316653741,0.0
1.3976911148456737,-0.1584199888757583,0.026126117321225592,0.10463688743661419,0.16653183327867493,0.0
0.8990508751940525,-0.2606820674846094,-0.3530837323543422,-0.08324553808333157,-0.24485715911152095,0.0
-0.04178031073534352,-1.0108251728151616,-0.22684676923865976,0.7225435586728765,-0.29948594347581703,0.0
-0.8058391188988425,-0.4996138806439631,-0.22684676923865976,0.3452952751812636,-0.3471588241123739,0.0
-0.8123112287665278,-0.1628303218494269,3.8758545320210187,-1.111878039624252,3.7532460322983034,0.0
-1.3081890583347704,0.7076454680013526,-0.2957032945744865,0.9097807581999636,-0.4912619583817153,0.0
0.10765295956874212,-0.10319760413099964,-0.1999927243576873,0.2622108317932298,-0.20689671337805815,0.0
1.0046736896429052,0.1143853966023914,6.262880743663014,0.3596555493470967,6.168561095197502,0.0
-1.3948011168582064,0.14022296942991022,-0.22684676923865976,-0.43015952977371835,-0.34346273687830686,0.0
0.7835514783339609,-0.03570734674644601,1.165585187552504,-1.0011279649289275,1.290451694236437,0.0
-0.5989065250212282,0.04724615761126821,0.31023412838078906,-0.7707308968147576,0.29042058455657654,0.0
-1.28962933150832,-0.2652773117185795,-0.25171162560993054,1.3007663741436521,-0.4923386949104074,0.0
-0.8593811187133301,-1.3763848114304549,-0.24549541151711288,0.18667951962228996,-0.37434537976330723,0.0
-0.6585986194090016,0.3578486719893233,-0.42576562020882597,-0.4647780478520656,-0.44889184549182215,0.0
-0.9390567136753653,0.2871427750536464,0.22072064544421427,-0.36092249361702344,0.1392305149997627,0.0
0.895606652983764,0.14215371746571698,-0.12153678931327762,-0.5378615860174658,0.02062852520051444,0.0
-0.8163562974338311,-0.2891352103956332,-0.40351811713979424,0.5737774944983567,-0.5334713810620564,0.0
-0.6585986194090016,0.14854290740276518,1.7872065968342732,0.05449972332314543,1.6589406625705423,0.0
-1.3948011168582064,-0.7445702884520581,-0.4506304765800968,-1.3994780359674457,-0.5035567646110396,0.0
0.1982928120482696,-0.38953701413504055,-0.22684676923865976,1.4608060806697827,-0.3174721956134987,0.0
-0.8221991743977137,-0.7000609054228819,-0.10252248738230586,-0.9148187828705822,-0.1373752546249681,0.0
0.43455054347012056,-0.06744287622396526,2.0557470456439977,-0.8266989186711523,2.103140031739127,0.0
0.026831292009223538,0.955196314121356,0.07153150721658963,-0.5972834101519472,0.13035033100167162,0.0
0.5684055430063395,-0.8944360964133389,0.164774718608855,-0.18782990322528637,0.2186802502084276,0.0
-0.6452131194553797,-0.5672935031090638,-0.3387386229093783,-0.5006554211332621,-0.37599064730131854,0.0
0.3374400536105107,0.16066691172679093,-0.32275407238498993,0.6531964477369184,-0.3254498505082501,0.0
-1.3948011168582064,-0.8418621240246049,-0.42576562020882597,0.8622651451512516,-0.6501809720732766,0.0
-1.28962933150832,0.23574945600749458,-0.0670012639947762,0.21028305467570885,-0.22275445322390533,0.0
-0.477565218396902,0.27543701355929795,-0.3577391263628965,-1.3994780359674457,-0.2942610094542127,0.0
-1.0916589120261808,-0.820544130332931,-0.175696207560617,-0.287612690627582,-0.2872790988248379,0.0
0.6076696762036307,0.09397800572717724,-0.35472317343376664,0.22897705443801653,-0.2960027362678271,0.0
0.10343554461736827,-0.4570038786668793,-0.20963263790470307,1.1513601382265737,-0.28926760569424526,0.0
-0.5604382864157743,-0.8621328838940718,-0.2314137836741993,0.3937612004909501,-0.33424107201543124,0.0
1.069223568481989,-0.569038641689135,-0.2865224245297096,-1.2807859739845404,-0.07706386659291092,0.0
-0.8751287657175912,0.882671640767013,-0.17356493415736524,1.1663650686630092,-0.3408132748875987,0.0
-0.14891996732878296,-0.28028610654914604,-0.34992780827645015,1.172944153546677,-0.45212739083205566,0.0
0.4048049880176276,-0.5451062612347244,-0.39468454974473755,1.3469243982481152,-0.4518250052722085,0.0
-0.19847205850324864,-0.8072653641938066,-0.32589857412749257,-1.172294011078291,-0.26791793814920184,0.0
0.6054471780981233,1.2320419579171678,-0.4506304765800968,-0.19240216032997376,-0.33846319509980594,0.0
0.09578171748339344,0.42385086765481084,-0.4094071620698321,-0.07115267562789339,-0.37774781829813925,0.0
0.9157421059054516,0.09116637910051459,0.08908317053748659,0.47950860680808755,0.1505630233767929,0.0
-0.824837893026564,-0.19789585469035895,0.27045035818675583,0.8518423655147599,0.101221250990243,0.0
0.3453138771126413,0.67814491988371,0.4445043527856513,1.2441178900154473,0.385596724695295,0.0
0.8138063754894078,0.825489407035269,-0.37603590746628446,-1.3994780359674457,-0.15960150138794102,0.0
-1.1075025812682726,-0.10352635787193658,-0.24979894435060204,-0.3355918706328669,-0.34518421676087047,0.0
-1.0735491179712806,0.037368635017377125,-0.287328852303913,-0.6592711766922358,-0.35127685272180725,0.0
0.7254620757955031,-0.4017912910212402,-0.22684676923865976,-1.3994780359674457,-0.04541825384692078,0.0
-1.022468819297689,-0.19114461598274538,0.32515304220355157,-0.7978320666058218,0.25595274953147423,0.0
0.2879474487399758,-0.34010176860741864,-0.18209002777037236,-0.36092249361702344,-0.12699033026322096,0.0
-0.4131977869259334,0.2920104723476518,-0.15225220012484744,-0.43015952977371835,-0.15966638837478386,0.0
-0.323961120568454,0.515133266230618,-0.4162022139121834,-1.002938647070012,-0.3596050599881697,0.0
-1.3544612539842773,-0.17316856823070986,-0.07546367309592295,-0.4434378654750023,-0.19627047355603508,0.0
